"zone","area","sub_area","pole","config_id","config_name","longitude","latitude"
"Downtown","Core - Columbia","1000 THIRD AVE","3-1018","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.162117","32.716512"
"Downtown","Core - Columbia","1000 THIRD AVE","3-1020","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.16212","32.716609"
"Downtown","Core - Columbia","1100 THIRD AVE","3-1116","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.162126","32.717139"
"Downtown","Core - Columbia","1100 THIRD AVE","3-1118","9116","30 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.162127","32.717447"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1203","9293","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.161947","32.717954"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1205","9293","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.161947","32.718069"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1207","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161947","32.718164"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1209","9138","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161947","32.718279"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1218","9115","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.162129","32.718393"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1220","9293","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.161278","32.71789"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1221","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161948","32.718489"
"Downtown","Core - Columbia","1200 THIRD AVE","3-1223","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161948","32.718584"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16213","32.718957"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1301","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161949","32.719016"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1302","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162131","32.719074"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1303","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161949","32.719132"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1304","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162131","32.71921"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1305","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16195","32.719249"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1306","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162132","32.719326"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1308","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162132","32.719384"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1310","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162132","32.719443"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162133","32.719501"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1313","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161951","32.71956"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1314","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162133","32.719637"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1316","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162133","32.719695"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1320","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162134","32.719754"
"Downtown","Core - Columbia","1300 THIRD AVE","3-1322","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.162134","32.719812"
"Downtown","Core - Columbia","1000 FOURTH AVE","4-1011","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161004","32.715989"
"Downtown","Core - Columbia","1000 FOURTH AVE","4-1013","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161006","32.716244"
"Downtown","Core - Columbia","1000 FOURTH AVE","4-1019","14435","1 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading","-117.161079","32.716507"
"Downtown","Core - Columbia","1000 FOURTH AVE","4-1021","14435","1 Hour Max $1.25 HR 8am-5pm Mon-Sat, No Parking 5pm-2am, 3 Min Passenger Loading","-117.161111","32.716388"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1204","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161204","32.71798"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1206","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161205","32.718075"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1208","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161206","32.71819"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1210","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161207","32.718285"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1216","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161208","32.718399"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1218","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161209","32.718495"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1222","9115","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.161211","32.718609"
"Downtown","Core - Columbia","1200 FOURTH AVE","4-1224","9115","15 Min Max $1.25 HR 8am-6pm Mon-Sat","-117.161212","32.718705"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1300","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161214","32.719002"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1302","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161215","32.719099"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1304","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161216","32.719196"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1306","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161216","32.719293"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1310","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160973","32.719511"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1312","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161027","32.719414"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1313","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161035","32.719391"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1314","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161084","32.719414"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1315","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161036","32.719488"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1316","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161084","32.719414"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1317","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161036","32.719584"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1319","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161037","32.719681"
"Downtown","Core - Columbia","1300 FOURTH AVE","4-1321","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.161038","32.719778"
"Downtown","Core - Columbia","1000 FIFTH AVE","5-1002","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159991","32.716231"
"Downtown","Core - Columbia","1000 FIFTH AVE","5-1004","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.15999","32.716232"
"Downtown","Core - Columbia","1000 FIFTH AVE","5-1006","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159989","32.71623"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1302","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160288","32.719007"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1311","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160107","32.719104"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1313","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160108","32.7192"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1314","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160291","32.719295"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1316","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160292","32.719391"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1317","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160111","32.719488"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1318","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160294","32.719583"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1320","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160295","32.719678"
"Downtown","Core - Columbia","1300 FIFTH AVE","5-1323","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160114","32.719776"
"Downtown","Core - Columbia","1000 SIXTH AVE","6-1011","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159183","32.715901"
"Downtown","Core - Columbia","1000 SIXTH AVE","6-1013","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159184","32.716037"
"Downtown","Core - Columbia","1000 SIXTH AVE","6-1015","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159186","32.716173"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1300","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159396","32.718972"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1301","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159214","32.719011"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1302","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159397","32.719067"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1303","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159215","32.719125"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1304","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159397","32.719181"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1305","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159215","32.71922"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1306","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159397","32.719277"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1307","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159216","32.719334"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1308","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159398","32.719391"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1309","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159216","32.719429"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1311","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159216","32.719486"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1317","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159216","32.719544"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1318","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159399","32.7196"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1319","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159217","32.719639"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1320","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159399","32.719714"
"Downtown","Core - Columbia","1300 SIXTH AVE","6-1321","8999","1 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.159217","32.719753"
